Date,Unnamed: 1,Unnamed: 2,Budapest,Budapest ,220.64958259203524,235.34639203015578,250.14461476401758,256.61257182657096,264.489519650654
,,,Pest,Pest régió,231.45339652448675,255.27092050209234,264.8403569657911,259.71101173840106,274.4032597266033
,,,"Central
Transdanubia","Közép-
Dunántúl ",169.48141592920393,174.34514816966882,183.77136752136755,186.29905503057284,189.40973169622566
,,,"Western
Transdanubia","Nyugat-
Dunántúl ",155.7365456821026,170.0227272727274,177.81835205992513,179.2724117987274,185.22161626177493
,,,Southern Transdanubia,"Dél-
Dunántúl",143.81281864530214,152.555104800541,166.27506014434644,173.1031190324633,176.08189081225032
,,,"Northern
Hungary","Észak-
Magyarország",119.07750000000004,122.14664457332225,128.55545617173533,135.83878887070355,137.4042379788102
,,,Northern Great Hungarian Plain,Észak-Alföld,161.5645230902027,180.58211256746355,194.1014060502769,210.269671222756,218.92954815695643
,,,Southern Great Hungarian Plain,Dél-Alföld,138.34692307692336,148.61527777777795,151.71901462663575,161.9097956307256,171.44436765722162
